platform,software,review,country
Facebook,Taxfix Deutschland,"Ich kann Taxfix nur bedingungslos empfehlen. Schnelle, verständliche Steuererklärung, die sich gelohnt hat. Danke!",Germany
Facebook,Taxfix Deutschland,"Sehr geniale App, wirklich einfach damit die Erklärung zu erstellen. Habe bereits das 2. Jahr nun die App genutzt! 
 Und der Kundenservice ist auch bestens, schnelles Feedback mit Beantwortung der Fragen.",Germany
Facebook,Taxfix Deutschland,sehr enttäuschend!,Germany
Facebook,Taxfix Deutschland,Das ganze ging so schnell und die Rückerstattung ist auch schon da.....Super und danke taxfix,Germany
Facebook,Taxfix Deutschland,Es wird viel vorgerechnet und leider kommt meistens nicht so viel dabei heraus.,Germany
Facebook,Taxfix Deutschland,"Super einfach - gut erklärt in der App.
Immer wieder gerne.",Germany
Facebook,Taxfix Deutschland,They don't conver all needed forms for foreigners and the costumer support is 'ok' at best.,Germany
Facebook,Taxfix Deutschland,warum musste ich keine Belege hinterlassen ?,Germany
Facebook,Taxfix Deutschland,"Sehr gute Steuer-App, die unglaublich leicht zu bedienen ist. Anhand von einfachen Fragen hangelt man sich durch die Steuererklärung. Man kann eigentlich nichts falsch machen.",Germany
Facebook,Taxfix Deutschland,Die App ist super. Sehr simple. Ich nutze die App jetzt schon länger und bin jedes Jahr wieder aufs Neue beeindruckt.,Germany
Facebook,Taxfix Deutschland,App ist wirklich gut. Alles verständlich erklärt.,Germany
Facebook,Taxfix Deutschland,"Hatte letztes Jahr für 2018 das erste mal meine Steuererklärung gemacht und die Summe die mir erstattet wurde, traf fast zu 100% zu.",Germany
Facebook,Taxfix Deutschland,"Have mich vor 1,5 Wochen entschieden mit Taxfix meine Steuererklärung zu machen. Da ich alle Unterlagen parat hatte und bei mir ein relativ einfacher Steuerfall vorliegt war ich nach etwas über einer Stunde fertig. Die Unterlagen wurden innerhalb 24 Stunden schon an das FA übersendet. Heute - nach 1,5 Wochen - lag schon mein Steuerbescheid im Briefkasten. Die Von der App errechnete Summe stimmt in meinem Fall fast exakt zu der Summe die ich nun zurück bekomme. Ich kann daher … See more",Germany
Facebook,Taxfix Deutschland,"Die App ist super. Auch wenn ich keine App für meine Steuererklärung bräuchte, nutze ich sie seit Jahren. Die Handhabung ist super leicht. Je nachdem welche Antworten gegeben werden, kommen eventuell weitere Fragen.",Germany
Facebook,Taxfix Deutschland,"Ich bin mir total unsicher und habe ehrlich gesagt etwas Angst... Ich habe nun zum ersten Mal Steuererklärungen gemacht. Direkt 2016-2018. Es wurden mir für alle 3 Jahre eine Erstattung errechnet. Habe es gestern Abend abgeschickt per taxfix und schon heute habe ich die Nachricht bekommen, dass es ans Finanzamt übermittelt wurde.",Germany
Facebook,Taxfix Deutschland,Bezahlt im Juli 2019!! Bis heute keine Leistung dafür erhalten. Nie mehr!!,Germany
Facebook,Taxfix Deutschland,Ich habe das im letzten Jahr ausprobiert. Mein Geld habt ihr genommen nur leider die Unterlagen nicht ans Finanzamt weitergeleitet. Betrug!!!,Germany
Facebook,Taxfix Deutschland,"Am Ende der Steuererklärung komm die Rechnung per Lastschrift in Höhe von 34,99€. Der Betrag steht immer mit dabei was erstattet werden kann, jedoch irgendwie seeeehr wenig. Muss ich wohl doch wieder zum Steuerberater. 2017 1800€ und 2018 113€.... eigenartig.",Germany
Facebook,Taxfix Deutschland,"Sobald etwas aus der Reihe dazu kommt (Einkünfte aus Vermietung), geht die App nicht weiter..",Germany
Facebook,Taxfix Deutschland,Steuererklärung leicht gemacht,Germany
Facebook,Taxfix Deutschland,Leider schon bei einfachen Supportanfragen überfordert bzw. keine Reaktion.,Germany
Facebook,Taxfix Deutschland,Vor ziemlich genau 4 Monaten habe ich erstmals meine Steuererklärung über die App erstellen lassen und habe bis jetzt noch keine Antwort erhalten. Zahlen durfte ich aber natürlich sofort,Germany
Facebook,Taxfix Deutschland,"Super leicht,übersichtlich,geringer Zeitaufwand,,hat sogar Spaß gemacht..",Germany
Facebook,Taxfix Deutschland,Vor vier Wochen die Steuererklärung per Taxfix App gemacht und schon das Geld auf dem Konto und den Steuerbescheid im Briefkasten! Super einfache Eingabe der Daten in der App! Nie wieder werde ich einen anderen Weg für meine Steuererklärung wählen!,Germany
Facebook,Taxfix Deutschland,"Hallo , es ist wirklich super einfach so seine Steuererklärung zu machen,  allerdings dauert mir im Moment die Übermittlung an das Finanzamt zu lange. Knappe 2 Wochen und noch nichts passiert.  Mehrmals schon den Support kontaktiert,  keine Antwort erhalten.  Das ärgert mich im Moment sehr.",Germany
Facebook,Taxfix Deutschland,Wo kann man denn Inder iOS App oder per Webbrowser den eigentlich errechneten Betrag einsehen ?,Germany
Facebook,Taxfix Deutschland,Funktioniert einwandfrei meine Erstattung habe ich bekommen,Germany
Facebook,Taxfix Deutschland,"Ich kann die App wirklich nur empfehlen, hab für die vergangen 4 Jahre die Steuererklärung nachgeholt und das ohne jegliches Grundwissen. Die App ist super eibfach aufgebaut und macht es kinderleicht eine Steuererklärung aus zu füllen. Bei allen 4 Steuererklärungen habe ich im Schnitt sogar 100€ pro Erklärung mehr raus bekommen als mir die App berechnet hat, also was will man mehr!!",Germany
Facebook,Taxfix Deutschland,Einfach und stressfrei die Steuererklärung 2018 mit der App hinbekommen und auch den Betrag vom Finanzamt bekommen der mir errechnet wurde,Germany
Facebook,Taxfix Deutschland,"dickes Lob! ich habe am 30.07. meine Steuer mit Taxfix gemacht, am 17.08. kam bereits der Bescheid vom Finanzamt.",Germany
Facebook,Taxfix Deutschland,"Hallo , ich war zu Anfang skeptisch aber habe es dennoch gewagt und habe innerhalb 1 std meine Steuererklärung gemacht .",Germany
Facebook,Taxfix Deutschland,Hat super geklappt. Taxfix ist wirklich leicht und es wurde zügig beim Finanzamt eingereicht. Die Bearbeitung dort hat länger gedauert^^ Die Summe kam nicht ganz hin aber dennoch mehr wie sonst. 5 Sterne,Germany
Facebook,Taxfix Deutschland,"Instead of a promised refund of 1097€, I got a refund. I will not be filing my taxes with y’all next year.",Germany
Facebook,Taxfix Deutschland,"Taxes made simple, and in English!",Germany
Facebook,Taxfix Deutschland,"Fast, reliable and user friendly",Germany
Facebook,Taxfix Deutschland,"Sehr zu empfehlen haben grade unsere Erstattung bekommen. Es war alles wenig zeitaufwendig und unkompliziert, haben das erste Mal eine Steuererklärung per App gemacht und sind sehr zufrieden.",Germany
Facebook,Taxfix Deutschland,laut der app sollte mein Freund 1300.€ wieder bekommen...statt dessen bekam er 150!!! der letzte scheiss und beschiss,Germany
Facebook,Taxfix Deutschland,"Ich kann nichts beanstanden. Von den errechneten 250€ habe ich heute mein Bescheid bekommen, kriege 234€ wieder zurück. Die 16€ Differenz ist zu verkraften, dafür wirklich eine stressfreie und sehr komfortable Steuererklärung abgegeben. Vielen Dank!",Germany
Facebook,Taxfix Deutschland,"Ich kann die App zu 100% weiterempfehlen 
 die Erstattungsbeträge haben nur um ein paar Cent zu den von Taxfix ermittelten Rückerstattungen differiert - genial!!! Super schnell und mega einfach",Germany
Facebook,Taxfix Deutschland,Ich bin sehr überrascht und hätte das nicht erwartet dass das so einfach sein kann.,Germany
Facebook,Taxfix Deutschland,Alles Super gelaufen mit der App..,Germany
Facebook,Taxfix Deutschland,Nach meiner anfänglich positiven Bewertung muss ich diese zurück ziehen und negativ bewerten. Taxfix ist aus meiner Sicht nicht wirklich   empfehlenswert.,Germany
Facebook,Taxfix Deutschland,"Einfach, verständlich und schnell. Alles ist sehr gut durchdacht. Vor allem für diejenigen, die keine Ahnung von Steuern haben.",Germany
Facebook,Taxfix Deutschland,"Easy to use, got ~1200 Euro tax return 
 Highly recommended.",Germany
Facebook,Taxfix Deutschland,"It's pretty helpful, especially if you're an expat.",Germany
Facebook,Taxfix Deutschland,"Ich bin total zufrieden und begeistert. Einfache Fragen. Einfache Bedienung. 3 Monate hat es bis zum Bescheid gedauert. Und, was soll ich sagen, ich habe nicht das herausbekommen, was errechnet war, sondern über das Doppelte!",Germany
Facebook,Taxfix Deutschland,"Das war die erste Steuererklärung die ich jemals gemacht habe. Das Programm ist einfach, das Geld kam 8 Wochen später vom Finanzamt an. allerdings 100 Euro weniger als von taxfix berechnet, trotzdem fast exakt genauso viel wie letztes Jahr. mache ich definitiv wieder",Germany
Facebook,Taxfix Deutschland,wenn alles ausgefüllt ist steht sie  bekommen 400 Euro tasäschlicht muss man zurück zahlen une ist nicht so wie es beschrieben ist,Germany
Facebook,Taxfix Deutschland,Sehr geniale App!,Germany
Facebook,Taxfix Deutschland,"Habe heute per App die Steuererklärung gemacht, bin mal gespannt wie lange es dauert und ob ich diesen Betrag auch bekomme, den Taxfix ausgerechnet hat. Es ging total einfach, habe es mir schwieriger vorgestellt.",Germany
Facebook,Taxfix Deutschland,"Hallo, seit etwa 3 Monaten steht in der App, dass ich Bescheid bekomme. Wenn meine Daten ans Finanzamt übermittelt worden sind. Auf 3 Anfragen über den Support habe ich bis heute keine Antwort oder Reaktion erhalten. Bezahlt habe ich und auch merken Daten sind vollständig",Germany
Facebook,Taxfix Deutschland,Hab heute morgen die Steuererklärung für 2017 und 2018 gemacht. Und eben die Mails bekommen das meine Steuererklärungen bereits ans Finanzamt übermittelt wurden. Bin echt gespannt wie es jetzt weiter geht...,Germany
Facebook,Taxfix Deutschland,"Habe am 04.03. meine Steuererklärung über die App gemacht... ging recht flott von der Hand und war durch die genauen Fragen auch schnell erledigt... die Übermittlung ans Finanzamt hat leider eine Woche gedauert... Nachfragen hier über Facebook Messenger haben das ganze wohl etwas beschleunigt... die App teilte mir auch mit, welche Unterlagen ich noch unbedingt ans Finanzamt schicken musste... heute dann hatte ich den Bescheid im Briefkasten und es wird genau der Betrag erstat… See more",Germany
Facebook,Taxfix Deutschland,ich habe Ende Februar meine Erklärung gemacht und heute wurde die ans FA übermittelt. hat zwar gedauert aber wenn ich die errechnete Erstattung bekomme hat sich das Warten gelohnt,Germany
Facebook,Taxfix Deutschland,Fácil y efectiva! Recibí el dinero exacto que me dijeron en la app!,Germany
Facebook,Taxfix Deutschland,"Finger weg, unseriös! - Schließe mich all denjenigen an, die sich geprellt fühlen. Passt aber auch auf eure persönlichen Daten auf. Habe mehrfach gefragt was mit meinen Daten sonst noch so passiert und Taxfit entzieht sich der Auskunftspflicht laut DSGVO. (Absolutes Nogo seit Mai 2018) Wie scheinbar vielen (hier und in den Bewertungen im AppStore (richtig sortiert)) der anderen passierte mir folgendes: Abgebucht wird auch ohne, dass etwas an irgendein FA übertragen wird auch … See more",Germany
Facebook,Taxfix Deutschland,"Die App ist im Großen und Ganzen echt gut. Anfangs war ich skeptisch, da die Weiterleitung zum Finanzamt ein paar Tage dauerte, allerdings ist dies zum jetzigen Zeitpunkt wo gefühlt jeder die Steuererklärung macht auch ein wenig nachvollziehbar. Nach 3 Wochen habe ich jeweils den Bescheid für meine 3 eingereichten Steuererklärungen erhalten. Und siehe da... ich habe bis auf ein paar Euro Unterschied die gleichen Beträge wie errechnet erstattet bekommen. Man braucht halt einfa… See more",Germany
Facebook,Taxfix Deutschland,"Ich habe meine Erklärung von 2016 am 07.03 eingereicht und musste auch erst Druck machen bei Facebook, da sich per Mail keiner gemeldet hatte, erst dann wurde am gleichen Tag (19.03.19) noch alles zum Finanzamt übermittelt und gestern (27.03.19) hatte ich dann das Geld drauf und sogar mehr als mir ausgerechnet wurde.",Germany
Facebook,Taxfix Deutschland,Wir haben am 10.3.die Steuererklärung an Taxfix übermittelt.Seitdem passiert nun nichts mehr.,Germany
Facebook,Taxfix Deutschland,das beantworten der fragen war tatsächlich sehr schnell und einfach erledigt. doch leider warte ich nun schon 2 Wochen darauf das die steuererklärungen ans Finanzamt weiter geleitet werden. Und auf meine Nachrichten reagiert keiner. Ich hätte noch Informationen gebraucht um eine weitere St.erkl. fertig zu stellen.  Schade,Germany
Facebook,Taxfix Deutschland,"Support????? verarsche hoch zehn. keine Rückmeldung.nur vorgefertigte automatische antwortmails. Telefon geht nur der Anrufbeantworter dran. Ich hab über die App geschrieben, mehrmals.... Ich hab per Email geschrieben auch hier mehrmals. letzte Email hab ich sogar eine Frist gesetzt bis wann ich Antwort haben möchte und trotzdem keine Antwort.",Germany
Facebook,Taxfix Deutschland,Ich warte eigentlich Immernoch auf die Übermittlung meiner Daten ans Amt.... Beim abbuchen blitzschnell... Ohne Worte,Germany
Facebook,Taxfix Deutschland,Kundenservice ist miserabel. Geld wird schnell abgebucht. Weitere Informationen Fehlanzeige. Man wird nicht darauf aufmerksam gemacht wenn Angaben fehlen oder über den weiteren Ablauf informiert.,Germany
Facebook,Taxfix Deutschland,Richtig gut,Germany
Facebook,Taxfix Deutschland,Habe hir meine Steuererklärung über taxfix gemacht  und jetzt komm ich nich mehr in die app rein das ist doch eine abzocke hir,Germany
Facebook,Taxfix Deutschland,Die App ist leicht zu bedienen.,Germany
Facebook,Taxfix Deutschland,Alles Schwachsinn.Das Amt will unbedingt meine Erklärung un macht Streß bei nachfragen bei Taxfix un jetz kommt mir nicht mit eurem Support denn gibt es anscheinend garnicht keine Reaktion aber das Geld schon ab gebucht das geht schnell.......... sehr unseriös an alle anderen  Bitte geht die negativen Bewertungen durch un nicht die guten,Germany
Facebook,Taxfix Deutschland,Everything worked out great!,Germany
Facebook,Taxfix Deutschland,"Am 10.02.2019 die App genutzt und alles eingereicht. Am 14.02.2019 wird die Gebühr abgebucht. Bis heute, am 20.02.2019 keine Leistung erbracht von taxfix. Sprich, Lohnsteuererklärung würde bis dato nicht eingereicht. Habe den Vertrag widerrufen. Ich hoffe, dass die Rückzahlung der Gebühr reibungslos funktioniert. Ich gehe lieber auf Nummer Sicher und mache meine Erklärung selbst. Bezahlen ohne den zeitnahen(!) Erhalt der Leistung ist eh schon etwas unschön, aber dann so viel … See more",Germany
Facebook,Taxfix Deutschland,Einfache und schnelle Eingabe der Daten!!,Germany
Facebook,Taxfix Deutschland,Hab schon einige Programme ausprobiert.,Germany
Facebook,Taxfix Deutschland,"Die Fragen sind super einfach gestellt, sodass jeder weiß was gerade gefragt ist. Auch trotz der relativ hohen Gebühr zu empfehlen",Germany
Facebook,Taxfix Deutschland,Unkomplizierte und schnelle Steuererklärung. Ich werde die auf jeden Fall wieder so machen ! Weiter so !,Germany
Facebook,Taxfix Deutschland,Steuererklärung so leicht gemacht wie noch nie!!!!!,Germany
Facebook,Taxfix Deutschland,"Große versprechen, nichts dahinter. Vieles kann man nicht angeben in der App- oder wird nicht gefragt. Auf E-Mail, oder sonstiges gibt es keine Reaktion. So wenig Geld wie mit der App habe ich noch nie bekommen. Einfach Mist !!!!",Germany
Facebook,Taxfix Deutschland,"Steuererklärung für 2015, 2016 und 2017 gemacht. App hat insgesamt um die 1600 errechnet. Heute Steuerbescheid bekommen. Auf den Cent genau das erstattet bekommen. Geile App. Innerhalb von 30 Minuten war alles erledigt.",Germany
Facebook,Taxfix Deutschland,Wahnsinn! Noch nie habe ich eine Steuererklärung gemacht weil auf Papier zu aufwendig und Elster zu kompliziert.,Germany
Facebook,Taxfix Deutschland,Muss man keine Belege ans Finanzamt schicken??,Germany
Facebook,Taxfix Deutschland,"Laut taxfix sollte ich über 400 Euro an Steuern zurückerstattet bekommen. Ich dachte mir: „Super, hier meine 30 Euro und ab dafür!“",Germany
Facebook,Taxfix Deutschland,Ich bin wirklich positiv überrascht. Schnell und einfacher war die Abgabe meiner Steuererklärung noch nie. Exakt die errechnete Summe ausgezahlt bekommen. Die App kann ich nur weiterempfehlen. Daumen hoch ���,Germany
Facebook,Taxfix Deutschland,"Ich habe meine Steuererklärung am 04.04. lt Taxfix ans Finanzamt übermittelt bekommen. Bis heute kein Bescheid vom Finanzamt.  Nach mehrmaligen Nachfragen bei taxfix sagte man mir, ich soll selbst dort anfragen was los sei. Support und Hilfe sieht anders aus und dafür habe ich Geld bezahlt...",Germany
Facebook,Taxfix Deutschland,Mega Hammer geile App kann ich nur empfehlen heute kam mein bescheid an und es ist echt alles was ich ausgefüllt habe dabei. Mega leicht und mega gut werde meine Steuererklärung jetzt immer bei der App machen. Nur zu empfehlen würde es 10 Sterne geben würde ich sie auch vergeben .,Germany
Facebook,Taxfix Deutschland,"Einfach ja, das schon. Aber es werden keine Eheleute zusammen veranlagt, somit für mich bzw. uns durchgefallen",Germany
Facebook,Taxfix Deutschland,"Super einfach, App downloaden Fragen beantworten und Rest ergänzen einfacher geht es nicht. Total nette Mitarbeiter � einfach klasse.",Germany
Facebook,Taxfix Deutschland,"Total genial: super einfache Handhabung auch für Anfänger, leicht zu verstehen und am Ende sogar noch ein wenig mehr zurückbekommen als von der App errechnet. (Wobei die Rückzahlung der Lohnsteuer auf den Euro stimmte.)",Germany
Facebook,Taxfix Deutschland,"Hat alles super geklappt.
Mit der App ganz einfach.
Kann man nur empfehlen!",Germany
Facebook,Taxfix Deutschland,"Bisher super, die erste Steuererklärung hat sich sehr gelohnt. Mal schauen ob die für 2015 auch so übereinstimmt.",Germany
Facebook,Taxfix Deutschland,"Handhabung easy, aber Berechnung völlig falsch, ich soll ueber 600€steuern nachzahlen weil meine nebeneinkuenfte ueber 440€sind pro Jahr, die freigrenze sind dafür aber 2440€",Germany
Facebook,Taxfix Deutschland,"So super bequem und schnell habe ich meine Steuererklärung noch nie gemacht! Absolut zeitgemäße Idee und Umsetzung. Habe genau den Betrag (und das war nicht wenig) wiederbekommen, der mir errechnet wurde.",Germany
Facebook,Taxfix Deutschland,"Ca. 500,00 € Erstattung wurden von Taxfix errechnet ! Tatsächliche Erstattung vom Finanzamt 5,36 €",Germany
Facebook,Taxfix Deutschland,Nach einigen Rückfragen und bitte um Antwort habe ich noch immer nichts gehört.,Germany
Facebook,Taxfix Deutschland,"Wer mit der deutschen Sprache nicht korrekt umgehen kann, wird ganz sicher auch nicht verantwortungsvoll mit dem Steuerrecht umgehen. Für mich ein absolutes NoGo!",Germany
Facebook,Taxfix Deutschland,"Long story short: I do not recommend Taxfix, there are a dozen of other tools to do your Steuererklärung.",Germany
Facebook,Taxfix Deutschland,habe gerade die Steuererklärung für '23 abgeschickt und bin gespannt ob die voraussichtliche Erstattung diesmal auch stimmt. Wenn ja wäre es der Wahnsinn,Germany
Facebook,Taxfix Deutschland,"Hä? Ich hab die App herunter geladen, ausgefüllt und zack, wusste ich was für Zahlungen auf mich zukommen",Germany
Facebook,Taxfix Deutschland,Die 50% Sofort-Auszahlung.,Germany
Facebook,Taxfix Deutschland,"Nun habe ich vor mehr als zwei Wochen die Erklärung in der App bzw. am PC ausgefüllt und sie wird seitdem “automatisch überprüft “, Bearbeitungszeit laut Taxfix 2-3 Tage.",Germany
Facebook,Taxfix Deutschland,"laut taxfix Berechnung, sollten etwas über 200 € zurückgezahlt werden.",Germany
Facebook,Taxfix Deutschland,Es ist kinderleicht aufgebaut man wird alles abgefragt. Easy dachte ich mir.,Germany
Facebook,TaxScouts,"My current accountants and I have been reaching out to get professional clearance to allow my current accountants to submit our SA's for months now and cannot get a response. Highly unprofessional, causing unnecessary delays and stress.",United Kingdom
Facebook,TaxScouts,Easy and excellent service to use. Accountant has been amazing answering emails super fast even on a bank holiday!!!,United Kingdom
Facebook,TaxScouts,"Mathew navas has done it again. Another withdrawal of £6,500 within seven days. Contact him now if you're into cryptocurrency / forex and start your Investment with him today. His contacts if really you're interested. Email: mathewnavas691@gmail.com or WhatsApp no: +1 762-239-1392",United Kingdom
Facebook,TaxScouts,"1st class service and made very easy, I have been telling friends about this",United Kingdom
Facebook,TaxScouts,"Digital, efectivo y a muy buen precio. Soy autónomo y para mi ha sido una gran decisión hacer el cambio. Lo recomiendo 100%",United Kingdom
Facebook,TaxScouts,"Taxscouts were very helpful and patient, my level of understanding is low but they helped me sort out signing on to HMRC from then on plain sailing and taxscouts submitted my tax and got me a rebate (bonus) really happy, will use again next year and recommend them.",United Kingdom
Facebook,TaxScouts,"Efficient work,fast and reliable",United Kingdom
Facebook,TaxScouts,They have taken away the stress and worry from filling out tax return my tax scout Didar has for the 2nd year done my return and has worked quickly and efficiently I would not go anywhere else,United Kingdom
Facebook,TaxScouts,I love how easy my life is when I don’t have to stress about my tax return! Thank you TaxScouts,United Kingdom
Facebook,TaxScouts,"I highly recommend taxscouts, very quick and easy service, saved me days of struggling on my own trying to fathom all the overly complicated jargon in my tax return. Worth every penny, I will definitely use again.",United Kingdom
Facebook,TaxScouts,Reliable and efficient . Very good service,United Kingdom
Facebook,TaxScouts,The website is user friendly. Instructions are crystal clear. The scout is extremely fast.,United Kingdom
Facebook,TaxScouts,"Cannot thank Hannah enough for getting my tax payment down. Efficient, quick and the online portal is easy to navigate. One very happy customer.",United Kingdom
Facebook,TaxScouts,Awesome platform.. some special Digital Innovation magic here..!,United Kingdom
Facebook,TaxScouts,"You are currently working on my tax return ..... there have been tears and tantrums in the years before !! Thank you for fixing and at such a reasonable price !! Couldn’t recommend enough.... my knowledge is less than basic , great for anyone needing this kind of support.",United Kingdom
Facebook,TaxScouts,"Bye...………………….heck it's done,",United Kingdom
Facebook,Steuerbot,"Super einfach und kostet NUR €29,95 und Steuer Erklärung wird direkt durch geschickt an Steuer Büro",Germany
Facebook,Steuerbot,"Ich hab diese App von einem Familienmitglied empfohlen bekommen. Am Anfang war ich etwas skeptisch was sowas betrifft. Aber ich habe mich eines besseren belehren lassen. Diese App ist total toll, einfach und man braucht nicht viel Zeit dazu. Und wem es zu teuer ist  der muss es ja nicht machen. Ich benutze sogar noch die vorausgefüllte Steuererklärung. Damit geht es noch schneller.",Germany
Facebook,Steuerbot,"Super Leicht und unkomplizierte App .
 ich bin mega zufrieden mit der App !",Germany
Facebook,Steuerbot,Es ging sehr fix alles danke,Germany
Facebook,Steuerbot,Alles. Einfach auszufüllen.,Germany
Facebook,Steuerbot,einfache gute Handhabung mit einem positiven Ergebnis,Germany
Facebook,Steuerbot,"Ich finde es ist ganz toll, man gibt seine Angaben an, alles superleicht, auch für "" ältere "" so wie ich. Die Erklärung wird von Steuerbot zum Finanzamt geschickt und heute bekam ich schon Bescheid, noch eher als das Finanzamt.",Germany
Facebook,Steuerbot,Absolut top für 19.99 Euro (Rabatt Code Kurzarbeit) und knapp 1000 Euro zurück bekommen. Genau das was Steuerbot ausgerechnet hat. Immer wieder.. 2022 ist Steuerbot,Germany
Facebook,Steuerbot,"war einfach zu handhaben, alles wird gut erklärt und es geht schnell man kann wann immer man möchte pausieren.",Germany
Facebook,Steuerbot,Werde es immer wieder hier machen,Germany
Facebook,Steuerbot,"Einfach und unkompliziert, super",Germany
Facebook,Steuerbot,sehr gut schnell immer wieder und günstig !!!!,Germany
Facebook,Steuerbot,einfach alles!!!,Germany
Facebook,Steuerbot,total unkompliziert zum Erfolg,Germany
Facebook,Steuerbot,Das sind praktisch...vilen danke fur des App,Germany
Facebook,Steuerbot,"Super Sache kinderleicht zum ausfüllen wird alles Schritt für Schritt erfragt einfach ausfüllen und weg damit .Super Sache nie wieder was anderes sehr zu empfehlen immer wieder gerne 6von 5 
  macht weiter so. suuuuuper schnell vor 2 Wochen gemacht und heute schon erledigt Wahnsinn nur zu empfehlen. Ich ziehe den Hut vor euch .Es gibt keinen besseren Preisleistung mega.",Germany
Facebook,Steuerbot,Ja das kann man gut empfehlen. War alles super beschrieben. Die Schritte sind gut erklärt.,Germany
Facebook,Steuerbot,"Diese App ist super!!
 kann jedem empfehlen...
 5 sterne...",Germany
Facebook,Steuerbot,Hat mega gut geklappt .So einfach und schnell.Die errechnete Summe wurde fast vollständig vom Finanzamt übernommen .Die nächste Lohnsteuer mache ich natürlich nzr noch bei Steuerbot,Germany
Facebook,Steuerbot,ohne Probleme fast wie von selbst erledigt. kinderleicht,Germany
Facebook,Steuerbot,Super diese App. Sehr zu empfehlen und einfach umzusetzen. 5 Sterne von mir.,Germany
Facebook,Steuerbot,"Geniale App , einfach zu bedienen da sie sehr gut erklärt ist. Habe mich immer vor der Lohnsteuer gedrückt , weil mir das zu kompliziert war. Dank dieser App hab ich mal kurz für 4 Jahre nachgereicht . 5 Sterne von mir...",Germany
Facebook,Steuerbot,"Super App, leichter gehts kaum seine Steuererklärung zu machen.",Germany
Facebook,Steuerbot,Super App und Kinderleicht zu bedienen. Habe bisher immer Geld erstattet bekommen.,Germany
Facebook,Steuerbot,total unkompliziertt. Danke,Germany
Facebook,Steuerbot,Very fast and efficient.. easy to use and what you get as Tax returns is really good.. The cost is also very affordable.,Germany
Facebook,Steuerbot,Ja würde ich weiter empfehlen. Habe schon einigen empfohlen. Bin sehr zu frieden und begeistert.,Germany
Facebook,Steuerbot,"Alles prima 
  würde ich immer weiterempfehlen.",Germany
Facebook,Steuerbot,"Super Teil.
 Einfach ,schnell,zum weiter Empfehlen",Germany
Facebook,Steuerbot,"einfach und schnell,sehr zu empfehlen",Germany
Facebook,Steuerbot,ist alles schnell und einfach zu erledigen. Jederzeit wieder. Nicht 5 Sterne sondern 10,Germany
Facebook,Steuerbot,"Kann ich nur weiter empfehlen. Einfacher seine Steuer zu machen geht nicht 
  Beträge stimmen fast immer genau überein. TOP Bin sehr zufrieden",Germany
Facebook,Steuerbot,Die Bearbeitung ist einfach und allgemein verständlich. Man kann die Steuererklärung wirklich innerhalb kurzer Frist fertig stellen. Auch die Beantwortung von Fragen war innerhalb eines Tages erledigt. Der errechnete Betrag stimmt mit dem Bescheid überein,Germany
Facebook,Steuerbot,Wenn Du alle Unterlagen beisammen hast geht alles sehr unkompliziert und etwa 40 Minuten Zeitaufwand. LG. Ulrich,Germany
Facebook,Steuerbot,Steuerbot ist eine sehr einfache Steuer App.,Germany
Facebook,Steuerbot,Klappt alles hervorragend ......tolle App benutze sie schon seit 6 Jahren,Germany
Facebook,Steuerbot,Bin zufrieden mit steuerbot..kann ich in 5min meine Steuererklärung ausfüllen..und ich bekomme immer Geld zurück..ich kann nur empfehlen,Germany
Facebook,Steuerbot,Steuerbot ist total einfach zu handhaben.,Germany
Facebook,Steuerbot,Das man gut beraten wird und das es auch für Neulinge wie mich einfach zu verstehen ist.,Germany
Facebook,Steuerbot,"Einfache Bearbeitung der Steuererklärung in der App, unkomplizierter Versand der Erklärung per Mail. Preiswert und der Kundenservice ist überragend",Germany
Facebook,Steuerbot,"In diesem Jahr bereits das dritte mal die Steuererklärung mit Steuerbot erledigt. Spielend leicht in der Handhabung. Dieses Jahr sogar etwas mehr erstattet bekommen, als ausgerechnet. Letztes ein klein bisschen weniger und 2019 auf den Cent genau.",Germany
Facebook,Steuerbot,Alles super einfach erklärt .,Germany
Facebook,Steuerbot,Heute zum ersten mal genutzt. Spielend leicht erledigt.,Germany
Facebook,Steuerbot,Das die auch Rentner nehmen,Germany
Facebook,Steuerbot,"Klappt immer wieder super!!
 Sehr zu empfehlen",Germany
Facebook,Steuerbot,Kann ich nur Empfehlen geht schnell und unkompliziert,Germany
Facebook,Steuerbot,"Zum 3. Mal mit der App die Steuererklärung gemacht und die App hat genau den Betrag angezeigt,den wir auch zurück bekommen haben!Es ist auch für Laien verständlich und falls mal was unklar ist,ist alles auf dem Info Button ausführlich erklärt!Diesmal ging es noch schneller,da ich die vorausgefüllte Steuererklärung genutzt habe und gar nicht mehr viel selber ausfüllen musste!Einfach genial und mit gutem Gewissen weiterzuempfehlen!",Germany
Facebook,Steuerbot,"Klasse.....seitdem ich Steuerbot benutze, bekomme ich Geld zurück.1A",Germany
Facebook,Steuerbot,"Ich habe noch nie eine Rückzahlung der Steuer erhalten, mit Hilfe von Steuerbot habe ich nun endlich eine Rückzahlung erhalten. Wer sich keinen Steuerberater leisten kann, ist bei Steuerbot sehr gut beraten!!!! Vielen Dank",Germany
Facebook,Steuerbot,Heute meine erste Steuererklärung gemacht. Sehr gut erklärt auch für einen Laien einfach,Germany
Facebook,Steuerbot,Einfach und unkompliziert. Das Team hilft immer schnell und ist sehr freundlich,Germany
